address,housing_type,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude,post_code,region
Borstbindaregatan 17,Lägenhet,Göteborgs kommun,55.0,2.0,3490.0,2850000.0,2022-03-04,4.0,51818.0,0.0,,57.7211784,11.9465578, 417 22,Kvillebäcken
Borstbindaregatan 17,Lägenhet,Göteborgs kommun,55.0,2.0,3490.0,3000000.0,2022-02-22,1.0,54545.0,0.0,,57.7211784,11.9465578, 417 22,Kvillebäcken
Borstbindaregatan 15,Lägenhet,Göteborgs kommun,43.0,2.0,2939.0,2325000.0,2022-02-13,-1.0,54070.0,0.0,,57.7211784,11.9465578, 417 22,Kvillebäcken
Borstbindaregatan 7,Lägenhet,Göteborgs kommun,54.0,2.0,3353.0,2650000.0,2022-02-10,3.0,49074.0,0.0,,57.7211784,11.9465578, 417 22,Kvillebäcken
Kobbeslätten 6H,Lägenhet,Göteborgs kommun,38.0,1.0,2545.0,1850000.0,2022-08-22,-2.0,48684.0,0.0,0.0,57.6381419,11.9444436, 436 37,Askim
Myrekärrsvägen 1,Lägenhet,Göteborgs kommun,89.0,4.0,4439.0,3250000.0,2022-08-22,-4.0,36517.0,0.0,10.0,57.7393735,11.91425745088155, 417 47,Kärrdalen
Orkestergatan 9,Lägenhet,Göteborgs kommun,78.5,3.0,3301.0,2900000.0,2022-08-22,4.0,36943.0,0.0,0.0,57.6644775,11.9227633, 421 39,Kaverös
Kvastpricksvägen 20,Villa,Göteborgs kommun,85.0,4.0,,4200000.0,2022-08-21,5.0,49412.0,700.0,0.0,57.7055464,11.7429733, 423 39,Hjuvik
Kvastpricksvägen 11,Villa,Göteborgs kommun,57.0,3.0,,5500000.0,2022-03-16,24.0,96491.0,0.0,28.0,57.7055464,11.7429733, 423 39,Hjuvik
Johan I Bönns väg 48,Villa,Göteborgs kommun,181.0,6.0,,9200000.0,2022-08-21,3.0,50829.0,805.0,0.0,57.7305747,11.7976362, 423 51,Nolered
Kapplandsgatan 100,Lägenhet,Göteborgs kommun,54.8,2.0,3367.0,2250000.0,2022-08-21,3.0,41058.0,0.0,0.0,57.6694349,11.9332943, 414 79,Högsbotorp
Kryddhyllan 108,Villa,Göteborgs kommun,107.0,5.0,,4300000.0,2022-08-21,,40187.0,414.0,7.0,57.8026863,12.0219867, 424 39,Gårdstensberget
Kryddhyllan 106,Villa,Göteborgs kommun,107.0,4.0,,4035000.0,2022-07-29,-6.0,37710.0,389.0,0.0,57.8026863,12.0219867, 424 39,Gårdstensberget
Höjdhopparegången 10,Radhus,Göteborgs kommun,92.0,4.0,5105.0,3200000.0,2022-08-21,14.0,34783.0,0.0,0.0,57.7232078,11.8902872, 418 38,Norra Biskopsgården
Såggatan 20E,Lägenhet,Göteborgs kommun,57.5,2.0,4618.0,3000000.0,2022-08-21,2.0,52174.0,0.0,0.0,57.6950876,11.9264104, 414 56,Majorna
Såggatan 20E,Lägenhet,Göteborgs kommun,109.0,5.0,6136.0,6000000.0,2022-02-16,0.0,55046.0,0.0,,57.6950876,11.9264104, 414 56,Majorna
Ångaren Ediths gata 5,Lägenhet,Göteborgs kommun,30.0,1.0,2078.0,2150000.0,2022-08-21,2.0,71667.0,0.0,0.0,57.7081437,11.9251401, 417 60,Eriksberg
Ångaren Ediths Gata 5,Lägenhet,Göteborgs kommun,84.0,3.0,3962.0,5020000.0,2022-06-30,4.0,59762.0,0.0,0.0,57.7081437,11.9251401, 417 60,Eriksberg
Ångaren Ediths gata 5,Lägenhet,Göteborgs kommun,42.0,1.0,2468.0,2850000.0,2022-02-11,0.0,67857.0,0.0,,57.7081437,11.9251401, 417 60,Eriksberg
Västra Gunnesgärde 45,Lägenhet,Göteborgs kommun,41.0,2.0,2477.0,1650000.0,2022-08-21,0.0,40244.0,0.0,0.0,57.7517143,11.9324988, 417 45,Tuve
Klippfyrsvägen 9A,Villa,Göteborgs kommun,50.0,,,19000000.0,2022-08-21,,380000.0,2044.0,0.0,57.7011639,11.7149161, 423 41,Hjuvik
Östra Hamngatan 3,Lägenhet,Göteborgs kommun,85.5,3.0,2405.0,6500000.0,2022-08-21,13.0,76023.0,0.0,0.0,57.7096292,11.9662454, 411 10,Inom Vallgraven
Östra Hamngatan 3,Lägenhet,Göteborgs kommun,61.0,2.0,1953.0,5200000.0,2022-03-09,16.0,85246.0,0.0,,57.7096292,11.9662454, 411 10,Inom Vallgraven
Anders Zornsgatan 23D,Lägenhet,Göteborgs kommun,45.0,2.0,3061.0,2495000.0,2022-08-21,0.0,55444.0,0.0,0.0,57.7029328,12.0158508, 412 72,Kärralund
Kobergsgatan 18,Lägenhet,Göteborgs kommun,38.5,2.0,2655.0,2280000.0,2022-08-20,0.0,59221.0,0.0,0.0,57.7205417,12.0160405, 416 71,Bagaregården
Östra Gunnesgärde 14C,Villa,Göteborgs kommun,117.0,5.0,,4100000.0,2022-08-20,-5.0,35043.0,220.0,0.0,57.7491844,11.9349848, 417 48,Tuve
Halsviksvägen 10,Villa,Göteborgs kommun,185.0,8.0,,4400000.0,2022-08-20,-12.0,23784.0,461.0,14.0,57.6144371,11.7760286, 430 84,Södra Skärgården
Markvågsgatan 5,Villa,Göteborgs kommun,109.0,6.0,,5600000.0,2022-08-19,-4.0,51376.0,484.7,63.0,57.6516347,11.9279266, 421 43,Järnbrott
Lurebackavägen 30,Villa,Göteborgs kommun,107.0,4.0,,2550000.0,2022-08-19,-61.0,23832.0,703.0,93.8,57.7426449,11.8463722, 423 56,Björlanda
Lurebackavägen 46B,Villa,Göteborgs kommun,75.0,3.0,,4700000.0,2022-02-04,,62667.0,0.0,0.0,57.7426449,11.8463722, 423 56,Björlanda
Spektrumsgatan 66,Radhus,Göteborgs kommun,159.0,7.0,,6600000.0,2022-08-19,2.0,41509.0,299.2,0.0,57.6311225,11.89753861823922, 421 63,Näset
Västra Gunnesgärde 11,Lägenhet,Göteborgs kommun,86.0,4.0,3985.0,2300000.0,2022-08-19,0.0,26744.0,0.0,0.0,57.750168,11.933135, 417 47,Tuve
Västra Gunnesgärde 11,Lägenhet,Göteborgs kommun,69.0,2.0,4086.0,1925000.0,2022-02-04,4.0,27899.0,0.0,,57.750168,11.933135, 417 47,Tuve
Gamlestads Brygga 11,Lägenhet,Göteborgs kommun,73.0,3.0,3728.0,4650000.0,2022-08-19,17.0,63699.0,0.0,0.0,57.7275558,12.0061213, 415 02,Gamlestaden
Gamlestads Brygga 11,Lägenhet,Göteborgs kommun,59.0,2.0,2950.0,2900000.0,2022-06-23,-3.0,49153.0,0.0,0.0,57.7275558,12.0061213, 415 02,Gamlestaden
Gamlestads Brygga 11,Lägenhet,Göteborgs kommun,35.0,1.5,2666.0,2320000.0,2022-04-14,6.0,66286.0,0.0,,57.7275558,12.0061213, 415 02,Gamlestaden
Gamlestads Brygga 11,Lägenhet,Göteborgs kommun,35.0,1.5,2132.0,2300000.0,2022-02-11,5.0,65714.0,0.0,,57.7275558,12.0061213, 415 02,Gamlestaden
Högsbogatan 29,Lägenhet,Göteborgs kommun,60.0,2.0,4001.0,2520000.0,2022-08-19,1.0,42000.0,0.0,0.0,57.6743974,11.930464, 414 79,Högsbotorp
Högsbogatan 29,Lägenhet,Göteborgs kommun,77.5,3.0,4727.0,3700000.0,2022-03-17,,47742.0,0.0,,57.6743974,11.930464, 414 79,Högsbotorp
Högsbogatan 29,Lägenhet,Göteborgs kommun,95.0,4.0,5643.0,4250000.0,2022-03-11,-3.0,44737.0,0.0,,57.6743974,11.930464, 414 79,Högsbotorp
Basungatan 27,Lägenhet,Göteborgs kommun,55.0,2.0,3369.0,2050000.0,2022-08-19,-5.0,37273.0,0.0,0.0,57.6623326,11.9191837, 421 39,Kaverös
Basungatan 27,Lägenhet,Göteborgs kommun,82.5,4.0,4944.0,3130000.0,2022-03-11,5.0,37939.0,0.0,,57.6623326,11.9191837, 421 39,Kaverös
Lilla Myrekärrsvägen 1,Villa,Göteborgs kommun,103.0,4.0,,5495000.0,2022-08-19,0.0,53350.0,781.0,0.0,57.7428232,11.91758053664272, 417 47,Kärrdalen
Stabbegatan 18,Lägenhet,Göteborgs kommun,62.0,3.0,3506.0,2750000.0,2022-08-19,4.0,44355.0,0.0,0.0,57.7170967,12.048587, 416 80,Björkekärr
Lövmossevägen 33,Villa,Göteborgs kommun,112.0,6.0,,7520000.0,2022-08-19,-6.0,67143.0,809.0,112.0,57.63024535,11.957779307613286, 436 38,Askim
Doktor Forselius Gata 30,Lägenhet,Göteborgs kommun,81.5,4.0,5231.0,3600000.0,2022-08-19,3.0,44172.0,0.0,0.0,57.6797829,11.9820667, 413 26,Guldheden
Falkgatan 11,Lägenhet,Göteborgs kommun,23.0,1.0,1378.0,1850000.0,2022-08-19,3.0,80435.0,0.0,0.0,57.718427,12.004935, 416 66,Olskroken
Falkgatan 15A,Lägenhet,Göteborgs kommun,80.0,3.0,3927.0,4850000.0,2022-05-11,5.0,60625.0,0.0,0.0,57.718427,12.004935, 416 66,Olskroken
A R Lorents gata 61,Lägenhet,Göteborgs kommun,111.0,4.0,5726.0,5100000.0,2022-08-19,2.0,45946.0,0.0,0.0,57.6889021,11.9079299, 414 51,Kungsladugård
A R Lorents gata 61,Lägenhet,Göteborgs kommun,111.0,4.0,5726.0,5450000.0,2022-04-08,-1.0,49099.0,0.0,,57.6889021,11.9079299, 414 51,Kungsladugård
Rudenschöldsgatan 15C,Lägenhet,Göteborgs kommun,50.0,2.0,3966.0,1695000.0,2022-08-19,0.0,33900.0,0.0,0.0,57.7260252,11.9438136, 417 20,Kvillebäcken
Snövädersgatan 5,Lägenhet,Göteborgs kommun,65.0,3.0,3778.0,1490000.0,2022-08-19,-1.0,22923.0,0.0,0.0,57.7130723,11.8889708, 418 32,Södra Biskopsgården
Arbetaregatan 16A,Lägenhet,Göteborgs kommun,54.0,2.0,3492.0,3000000.0,2022-08-19,,55556.0,0.0,0.0,57.7065982,11.9313117, 417 57,Lindholmen
Arbetaregatan 18B,Lägenhet,Göteborgs kommun,54.0,2.0,3492.0,3370000.0,2022-05-27,25.0,62407.0,0.0,0.0,57.7065982,11.9313117, 417 57,Lindholmen
Miraallén 9,Lägenhet,Göteborgs kommun,95.0,3.0,5590.0,5000000.0,2022-08-19,3.0,52632.0,0.0,0.0,57.7054904,11.9284894, 417 58,Lindholmen
Miraallén 43,Lägenhet,Göteborgs kommun,122.5,4.0,7534.0,6650000.0,2022-06-28,-1.0,54286.0,0.0,0.0,57.7054904,11.9284894, 417 58,Lindholmen
Miraallén 41,Lägenhet,Göteborgs kommun,99.0,3.0,6509.0,6400000.0,2022-05-25,3.0,64646.0,0.0,0.0,57.7054904,11.9284894, 417 58,Lindholmen
Stekastigen 4,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1295000.0,2022-08-19,0.0,21405.0,0.0,0.0,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 8,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1100000.0,2022-08-12,-8.0,18182.0,0.0,0.0,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 10,Lägenhet,Göteborgs kommun,60.5,2.0,4668.0,1295000.0,2022-08-10,0.0,21405.0,0.0,0.0,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 4,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1180000.0,2022-05-18,19.0,19504.0,0.0,0.0,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 4,Lägenhet,Göteborgs kommun,60.5,2.0,4668.0,1140000.0,2022-04-15,4.0,18843.0,0.0,,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 12,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1120000.0,2022-04-06,25.0,18512.0,0.0,,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 6,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1440000.0,2022-03-28,7.0,23802.0,0.0,,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 10,Lägenhet,Göteborgs kommun,60.5,2.0,4689.0,1375000.0,2022-03-11,2.0,22727.0,0.0,,57.789726,12.0248862, 424 38,Agnesberg
Stekastigen 6,Lägenhet,Göteborgs kommun,60.5,2.0,4668.0,1330000.0,2022-03-03,-1.0,21983.0,0.0,,57.789726,12.0248862, 424 38,Agnesberg
Monsungatan 32,Lägenhet,Göteborgs kommun,32.0,1.5,1867.0,2350000.0,2022-08-19,,73438.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 34,Lägenhet,Göteborgs kommun,37.0,1.5,2103.0,2630000.0,2022-08-12,11.0,71081.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 32,Lägenhet,Göteborgs kommun,37.0,1.5,2130.0,2540000.0,2022-08-09,4.0,68649.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 55,Lägenhet,Göteborgs kommun,61.0,2.0,3784.0,3725000.0,2022-07-22,6.0,61066.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 32,Lägenhet,Göteborgs kommun,37.0,1.0,2103.0,2395000.0,2022-06-30,0.0,64730.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 51,Lägenhet,Göteborgs kommun,60.0,2.0,3193.0,3400000.0,2022-06-04,0.0,56667.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 55,Lägenhet,Göteborgs kommun,61.0,2.0,3784.0,4880000.0,2022-05-14,8.0,80000.0,0.0,0.0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 82,Lägenhet,Göteborgs kommun,79.0,3.0,4563.0,6520000.0,2022-04-29,9.0,82532.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 42,Lägenhet,Göteborgs kommun,43.0,3.0,4389.0,7250000.0,2022-04-07,5.0,83815.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 51,Lägenhet,Göteborgs kommun,76.5,3.0,3775.0,5670000.0,2022-03-11,3.0,74118.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Lägenhet,Göteborgs kommun,72.5,3.0,3714.0,4850000.0,2022-03-09,,66897.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 80,Lägenhet,Göteborgs kommun,85.0,3.0,4775.0,5800000.0,2022-03-09,5.0,68235.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Lägenhet,Göteborgs kommun,72.5,3.0,3714.0,4670000.0,2022-03-08,6.0,64414.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 28,Lägenhet,Göteborgs kommun,76.0,3.0,4229.0,5535000.0,2022-03-08,12.0,72829.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 34,Lägenhet,Göteborgs kommun,37.0,1.0,1746.0,2740000.0,2022-02-27,0.0,74054.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 28,Lägenhet,Göteborgs kommun,95.0,4.0,4846.0,6530000.0,2022-02-24,9.0,68737.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Lägenhet,Göteborgs kommun,60.5,2.0,3250.0,3900000.0,2022-02-24,12.0,64463.0,0.0,,57.6984746,11.9084647, 417 66,Eriksberg
Basungatan 18,Lägenhet,Göteborgs kommun,30.0,1.0,1864.0,1510000.0,2022-08-19,18.0,50333.0,0.0,0.0,57.6621805,11.9188518, 421 39,Kaverös
Linnégatan 51,Lägenhet,Göteborgs kommun,61.5,2.0,3541.0,4000000.0,2022-08-19,21.0,65041.0,0.0,0.0,57.6932788,11.9521868, 413 08,Olivedal
Rosenapelgatan 27,Lägenhet,Göteborgs kommun,30.5,1.0,2192.0,1990000.0,2022-08-19,0.0,65246.0,0.0,0.0,57.7185337,11.9265289, 417 11,Rambergsstaden
Trollhasselgatan 22,Lägenhet,Göteborgs kommun,50.0,2.0,3379.0,3000000.0,2022-05-30,8.0,60000.0,0.0,0.0,57.7185337,11.9265289, 417 11,Rambergsstaden
Rosenapelgatan 35,Lägenhet,Göteborgs kommun,69.0,3.0,3948.0,3500000.0,2022-04-19,6.0,50725.0,0.0,,57.7185337,11.9265289, 417 11,Rambergsstaden
Bäckegatan 25A,Lägenhet,Göteborgs kommun,66.0,3.0,3900.0,3700000.0,2022-08-19,1.0,56061.0,0.0,0.0,57.6942169,11.9396001, 413 16,Masthugget
Klarinettgatan 5,Lägenhet,Göteborgs kommun,53.5,2.0,3372.0,2300000.0,2022-08-18,10.0,42991.0,0.0,0.0,57.6616405,11.9166153, 421 41,Kaverös
Norra Liden 31,Lägenhet,Göteborgs kommun,73.0,3.0,5048.0,3500000.0,2022-08-18,1.0,47945.0,0.0,0.0,57.7041963,11.958665, 411 21,Inom Vallgraven
Norra Liden 31,Lägenhet,Göteborgs kommun,73.1,3.0,5233.0,4000000.0,2022-03-23,3.0,54720.0,0.0,,57.7041963,11.958665, 411 21,Inom Vallgraven
Ulfsparregatan 11F,Lägenhet,Göteborgs kommun,48.5,2.0,3482.0,2850000.0,2022-08-18,2.0,58763.0,0.0,0.0,57.7096885,12.0129395, 416 57,Lunden
Mandolingatan 3,Lägenhet,Göteborgs kommun,68.0,3.0,3752.0,2700000.0,2022-08-18,-3.0,39706.0,0.0,0.0,57.6584689,11.9178951, 421 44,Ruddalen
Mandolingatan 3,Lägenhet,Göteborgs kommun,68.0,3.0,3671.0,2100000.0,2022-08-15,-4.0,30882.0,0.0,0.0,57.6584689,11.9178951, 421 44,Ruddalen
Mandolingatan 3,Lägenhet,Göteborgs kommun,68.0,3.0,3643.0,2750000.0,2022-03-30,10.0,40441.0,0.0,,57.6584689,11.9178951, 421 44,Ruddalen
Sägengatan 24,Lägenhet,Göteborgs kommun,83.4,3.0,5428.0,1750000.0,2022-08-18,,20983.0,0.0,0.0,57.7450691,11.978928, 422 58,Backa
Plåtmyntsgatan 15,Lägenhet,Göteborgs kommun,53.5,2.0,4253.0,2050000.0,2022-08-18,-2.0,38318.0,0.0,0.0,57.6739482,11.9260808, 414 81,Högsbotorp
Eriksbergstorget 3,Lägenhet,Göteborgs kommun,61.5,2.0,3250.0,3350000.0,2022-08-18,0.0,54472.0,0.0,0.0,57.7003924,11.91348, 417 64,Eriksberg
Eriksbergstorget 3,Lägenhet,Göteborgs kommun,75.5,3.0,3602.0,6400000.0,2022-08-05,4.0,84768.0,0.0,0.0,57.7003924,11.91348, 417 64,Eriksberg
Lilla Idtjärnsgatan 91,Villa,Göteborgs kommun,135.0,6.0,,3500000.0,2022-08-18,5.0,25926.0,266.0,6.0,57.80902445,12.066111390783488, 424 49,Rannebergen
Munkebäcksgatan 23O,Lägenhet,Göteborgs kommun,74.0,3.0,4510.0,4300000.0,2022-08-18,-2.0,58108.0,0.0,19.0,57.7167297,12.0244983, 416 52,Härlanda
Schottisvägen 3,Lägenhet,Göteborgs kommun,71.9,3.0,3044.0,1500000.0,2022-08-18,1.0,20862.0,0.0,0.0,57.7896875,12.0293382, 424 38,Agnesberg
Schottisvägen 3,Lägenhet,Göteborgs kommun,71.9,3.0,3099.0,1500000.0,2022-06-07,15.0,20862.0,0.0,0.0,57.7896875,12.0293382, 424 38,Agnesberg
Persikogatan 118,Radhus,Göteborgs kommun,123.0,4.0,,6275000.0,2022-08-18,5.0,51016.0,261.1,15.0,57.6496878,11.8813105, 421 59,Bratthammar
Fagottgatan 8,Lägenhet,Göteborgs kommun,68.0,3.0,3752.0,2300000.0,2022-08-18,2.0,33824.0,0.0,0.0,57.6591307,11.9160952, 421 39,Ruddalen
Stenbocksgatan 9,Lägenhet,Göteborgs kommun,79.5,3.0,4271.0,4195000.0,2022-08-18,0.0,52767.0,0.0,0.0,57.709541,11.9302656, 417 58,Lindholmen
Stenbocksgatan 5,Lägenhet,Göteborgs kommun,35.0,1.0,2578.0,2300000.0,2022-04-14,5.0,65714.0,0.0,,57.709541,11.9302656, 417 58,Lindholmen
Stenbocksgatan 11,Lägenhet,Göteborgs kommun,78.0,3.0,4620.0,4850000.0,2022-04-01,3.0,62179.0,0.0,,57.709541,11.9302656, 417 58,Lindholmen
Stenbocksgatan 11,Lägenhet,Göteborgs kommun,97.0,4.0,5149.0,5840000.0,2022-03-03,10.0,60206.0,0.0,,57.709541,11.9302656, 417 58,Lindholmen
Vaktmästaregången 2,Lägenhet,Göteborgs kommun,67.5,2.0,3802.0,3480000.0,2022-08-18,6.0,51556.0,0.0,0.0,57.6954744,11.9396993, 413 16,Masthugget
Vaktmästaregången 2,Lägenhet,Göteborgs kommun,67.0,3.0,3824.0,3800000.0,2022-05-17,1.0,56716.0,0.0,0.0,57.6954744,11.9396993, 413 16,Masthugget
Sägengatan 40,Lägenhet,Göteborgs kommun,96.8,4.0,6646.0,2580000.0,2022-08-18,3.0,26653.0,0.0,0.0,57.7462668,11.9791946, 422 58,Backa
Gunnestorpsvägen 113,Lägenhet,Göteborgs kommun,49.4,2.0,2846.0,2325000.0,2022-08-18,2.0,47065.0,0.0,0.0,57.7503333,11.928602, 417 47,Tuve
Björsaredsvägen 60B,Villa,Göteborgs kommun,121.0,4.0,,4625000.0,2022-08-18,-3.0,38223.0,1636.0,18.0,57.7952941,12.1475235, 424 71,Bergum
Nordostpassagen 59,Lägenhet,Göteborgs kommun,63.0,2.0,3674.0,4650000.0,2022-08-18,6.0,73810.0,0.0,0.0,57.6926855,11.947316, 413 11,Masthugget
Nordostpassagen 59,Lägenhet,Göteborgs kommun,83.0,3.0,4263.0,4600000.0,2022-08-09,8.0,55422.0,0.0,0.0,57.6926855,11.947316, 413 11,Masthugget
Fjällgatan 3I,Lägenhet,Göteborgs kommun,38.0,2.0,2492.0,2720000.0,2022-08-18,11.0,71579.0,0.0,0.0,57.6965291,11.9447044, 413 17,Masthugget
Olof rudbecksgatan 25,Lägenhet,Göteborgs kommun,66.5,3.0,4711.0,3900000.0,2022-08-18,-2.0,58647.0,0.0,0.0,57.6921245,11.9850966, 412 60,Johanneberg
Solrosgatan 6C,Lägenhet,Göteborgs kommun,33.0,1.0,2243.0,2100000.0,2022-08-18,2.0,63636.0,0.0,0.0,57.7169291,12.0264734, 416 52,Kålltorp
Nymilsgatan 9,Lägenhet,Göteborgs kommun,109.0,5.0,5560.0,3650000.0,2022-08-17,,33486.0,0.0,0.0,57.6613573,11.9263387, 421 39,Flatås
Bäckebolslyckan 24,Lägenhet,Göteborgs kommun,97.6,4.0,6469.0,2620000.0,2022-08-17,5.0,26844.0,0.0,0.0,57.7521811,11.9863143, 422 48,Skälltorp
Bäckebolslyckan 24,Lägenhet,Göteborgs kommun,72.6,3.0,5175.0,1800000.0,2022-06-17,0.0,24793.0,0.0,0.0,57.7521811,11.9863143, 422 48,Skälltorp
Seglaregatan 35,Lägenhet,Göteborgs kommun,37.3,1.0,4183.0,1900000.0,2022-08-17,7.0,50938.0,0.0,0.0,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Lägenhet,Göteborgs kommun,37.3,1.0,3350.0,2200000.0,2022-04-08,10.0,58981.0,0.0,,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Lägenhet,Göteborgs kommun,64.0,2.0,4126.0,2750000.0,2022-04-03,4.0,42969.0,0.0,,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Lägenhet,Göteborgs kommun,64.0,2.0,4746.0,3050000.0,2022-03-28,5.0,47656.0,0.0,,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Lägenhet,Göteborgs kommun,53.0,2.0,3754.0,2880000.0,2022-03-01,5.0,54340.0,0.0,,57.6904893,11.9194178, 415 55,Majorna
Hagbergsgatan 12,Lägenhet,Göteborgs kommun,66.0,3.0,4676.0,2620000.0,2022-08-17,1.0,39697.0,0.0,0.0,57.7362447,12.0486489, 415 71,Utby
Hagbergsgatan 12,Lägenhet,Göteborgs kommun,66.0,3.0,4675.0,2600000.0,2022-03-18,0.0,39394.0,0.0,,57.7362447,12.0486489, 415 71,Utby
Hagbergsgatan 15,Villa,Göteborgs kommun,166.0,8.0,,9400000.0,2022-03-17,18.0,56627.0,0.0,0.0,57.7362447,12.0486489, 415 71,Utby
Turkosgatan 32,Lägenhet,Göteborgs kommun,113.3,5.0,6775.0,3000000.0,2022-08-17,2.0,26478.0,0.0,0.0,57.6485352,11.8975154, 421 49,Grevegården
Turkosgatan 32,Lägenhet,Göteborgs kommun,77.8,3.0,4660.0,2300000.0,2022-03-14,7.0,29563.0,0.0,,57.6485352,11.8975154, 421 49,Grevegården
Friggagatan 5B,Lägenhet,Göteborgs kommun,59.1,2.0,3109.0,2790000.0,2022-08-17,4.0,47208.0,0.0,0.0,57.7110846,11.9877187, 411 01,Stampen
Friggagatan 5B,Lägenhet,Göteborgs kommun,83.1,3.0,4025.0,5000000.0,2022-08-17,,60168.0,0.0,0.0,57.7110846,11.9877187, 411 01,Stampen
Friggagatan 7B,Lägenhet,Göteborgs kommun,62.2,2.0,3196.0,3080000.0,2022-06-10,4.0,49518.0,0.0,0.0,57.7110846,11.9877187, 411 01,Stampen
Friggagatan 3C,Lägenhet,Göteborgs kommun,62.2,3.0,3196.0,3700000.0,2022-04-12,10.0,59486.0,0.0,,57.7110846,11.9877187, 411 01,Stampen
Friggagatan 3C,Lägenhet,Göteborgs kommun,96.9,4.0,4794.0,6050000.0,2022-03-29,13.0,62436.0,0.0,,57.7110846,11.9877187, 411 01,Stampen
Friggagatan 3C,Lägenhet,Göteborgs kommun,96.9,4.0,4794.0,5475000.0,2022-02-18,12.0,56502.0,0.0,,57.7110846,11.9877187, 411 01,Stampen
Birkagatan 22A,Lägenhet,Göteborgs kommun,81.0,3.0,4069.0,5200000.0,2022-08-17,8.0,64198.0,0.0,0.0,57.7048768,12.0235547, 416 54,Kärralund
Legendgatan 105,Villa,Göteborgs kommun,116.0,5.0,,4500000.0,2022-08-17,,38793.0,268.0,0.0,57.7427319,11.984026, 422 55,Backa
Föreningsgatan 3A,Lägenhet,Göteborgs kommun,63.0,2.0,3967.0,3680000.0,2022-08-17,3.0,58413.0,0.0,0.0,57.6941991,11.962083959595962, 411 27,Annedal
Föreningsgatan 3A,Lägenhet,Göteborgs kommun,43.0,2.0,2708.0,3350000.0,2022-03-23,16.0,77907.0,0.0,,57.6941991,11.962083959595962, 411 27,Annedal
Sankt Sigfridsgatan 79,Villa,Göteborgs kommun,142.0,6.0,,9700000.0,2022-08-17,-3.0,68310.0,400.0,89.0,57.6936607,12.00285094989536, 412 66,Skår
Rangströmsliden 5,Lägenhet,Göteborgs kommun,38.5,2.0,2119.0,2650000.0,2022-08-17,13.0,68831.0,0.0,0.0,57.697014,11.9429685, 413 17,Masthugget
Mungårdsgatan 119,Villa,Göteborgs kommun,135.0,,,6400000.0,2022-08-17,,47407.0,225.2,12.0,57.6570057,11.8766103, 426 54,Fiskebäck
Sägengatan 19,Lägenhet,Göteborgs kommun,57.6,2.0,4500.0,1975000.0,2022-08-17,4.0,34288.0,0.0,0.0,57.7449842,11.9778867, 422 58,Backa
Björcksgatan 62E,Lägenhet,Göteborgs kommun,38.5,2.0,2500.0,2200000.0,2022-08-17,11.0,57143.0,0.0,0.0,57.7176243,12.0314267, 416 74,Kålltorp
Gibraltargatan 18,Lägenhet,Göteborgs kommun,124.0,4.0,5379.0,8550000.0,2022-08-17,8.0,68952.0,0.0,0.0,57.6922969,11.9779161, 411 32,Johanneberg
Gibraltargatan 18,Lägenhet,Göteborgs kommun,115.0,3.0,5673.0,8200000.0,2022-03-23,0.0,71304.0,0.0,,57.6922969,11.9779161, 411 32,Johanneberg
